id,title,release_date,runtime,genres,overview,vote_average,vote_count,cast,director,keywords,soup,sentiment_score
1448560,Wildcat,2025-11-19,99,"Action, Thriller",An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,6.2,142,"Kate Beckinsale, Lewis Tan, Alice Krige",James Nunn,"playful, embarrassed","Action Thriller playful embarrassed KateBeckinsale,LewisTan,AliceKrige JamesNunn",-0.6
1650558,Abot Langit,2026-03-13,70,Romance,"The relationship of a couple is tested when the girl’s first official flight pairs her with a confident senior pilot, jealousy and power dynamics surface in the training ground. The girl is now torn between her present relationship and new temptation she can’t resist.",5.0,1,"Aliya Raymundo, JC Tan, Jio Yoshida",Topel Lee,sexy,"Romance sexy AliyaRaymundo,JCTan,JioYoshida TopelLee",0.2215909090909091
746467,USS Christmas,2020-11-28,84,"TV Movie, Mystery","Maddie, a reporter for a Norfolk newspaper, embarks on a Tiger Cruise during Christmastime where she meets a handsome naval officer and stumbles upon a mystery in the ship’s archive room.",6.7,45,"Jen Lilley, Trevor Donovan, Barbara Niven",Steven R. Monroe,"news reporter, female pilot, christmas, aircraft carrier, investigative reporter","TV Movie Mystery news reporter female pilot christmas aircraft carrier investigative reporter JenLilley,TrevorDonovan,BarbaraNiven StevenR.Monroe",0.5
646315,The Legendary Lighter,2019-10-29,109,Action,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over.,4.75,4,"Kim Hae-joon, Park Sharon, Lee Dong-ju",Chae Ki-jun,"fighting, action hero","Action fighting action hero KimHae-joon,ParkSharon,LeeDong-ju ChaeKi-jun",0.0
1241470,Osiris,2025-07-25,108,"Science Fiction, Action, Horror","Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",5.9,211,"Max Martini, Brianna Hildebrand, LaMonica Garrett",William Kaufman,"spacecraft, special forces, absurd","Science Fiction Action Horror spacecraft special forces absurd MaxMartini,BriannaHildebrand,LaMonicaGarrett WilliamKaufman",0.03571428571428572
1246049,Dracula,2025-07-30,130,"Horror, Fantasy, Romance","In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death.",7.1,994,"Caleb Landry Jones, Zoë Bleu Sidel, Christoph Waltz",Luc Besson,"paris, france, vampire, beheading, parfum, gargoyle, gothic horror, music box, eternal love, 19th century, 15th century, loss of wife, dracula","Horror Fantasy Romance paris france vampire beheading parfum gargoyle gothic horror music box eternal love 19th century 15th century loss of wife dracula CalebLandryJones,ZoëBleuSidel,ChristophWaltz LucBesson",-0.16875
1182199,Hemmet,1972-05-17,130,"Drama, TV Movie",A satire of the welfare society showing the mechanical nature of the elderly care.,0.0,0,"Margita Ahlin, Kent Andersson, Marian Gräns",Lennart Hjulström,filmed theater,"Drama TV Movie filmed theater MargitaAhlin,KentAndersson,MarianGräns LennartHjulström",0.0
696393,Cold Storage,2026-01-22,99,"Horror, Science Fiction, Comedy","When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",6.735,257,"Joe Keery, Georgina Campbell, Liam Neeson",Jonny Campbell,"australia, based on novel or book, mutation, vomit, deer, outbreak, survival, nuclear bomb, epidemic, fungus, underground facility, storage compound, hilarious, sci-fi horror, harsh, comedy horror","Horror Science Fiction Comedy australia based on novel or book mutation vomit deer outbreak survival nuclear bomb epidemic fungus underground facility storage compound hilarious sci-fi horror harsh comedy horror JoeKeery,GeorginaCampbell,LiamNeeson JonnyCampbell",0.16
341553,Countess Dora,1990-01-01,117,Drama,"A pseudo biography of Dora Pejačević (10 September 1885 - 5 March 1923), a Croatian composer.",5.0,1,"Alma Prica, Rade Šerbedžija, Irina Alfyorova",Zvonimir Berković,"composer, croatia, fictional biography","Drama composer croatia fictional biography AlmaPrica,RadeŠerbedžija,IrinaAlfyorova ZvonimirBerković",0.0
803796,KPop Demon Hunters,2025-06-20,96,"Fantasy, Music, Comedy, Animation","When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",8.035,2563,"Arden Cho, May Hong, Ji-young Yoo",Chris Appelhans,"double life, loyalty, supernatural, affectation, musical, female friendship, female protagonist, demon, self-doubt, sing-along, girl power, duringcreditsstinger, demon hunter, girl group, boy band, fandom, k-pop, action comedy, found family, south korea, korean, 3d animation, lighthearted, grand, half demon, save the world, self-redemption, powerful, k-pop group, trio","Fantasy Music Comedy Animation double life loyalty supernatural affectation musical female friendship female protagonist demon self-doubt sing-along girl power duringcreditsstinger demon hunter girl group boy band fandom k-pop action comedy found family south korea korean 3d animation lighthearted grand half demon save the world self-redemption powerful k-pop group trio ArdenCho,MayHong,Ji-youngYoo ChrisAppelhans",-0.11666666666666668
278,The Shawshank Redemption,1994-09-23,142,"Drama, Crime","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",8.7,29983,"Tim Robbins, Morgan Freeman, Bob Gunton",Frank Darabont,"prison, friendship, police brutality, corruption, based on novel or book, freedom, hope, prison cell, delinquent, redemption, parole board, prison escape, wrongful imprisonment, interracial friendship, framed for murder, hopeless, 1940s, voiceover, relaxed, appreciative, compassionate, exhilarated, hopeful","Drama Crime prison friendship police brutality corruption based on novel or book freedom hope prison cell delinquent redemption parole board prison escape wrongful imprisonment interracial friendship framed for murder hopeless 1940s voiceover relaxed appreciative compassionate exhilarated hopeful TimRobbins,MorganFreeman,BobGunton FrankDarabont",0.021338383838383834
10538,Passenger 57,1992-11-06,84,"Action, Adventure, Thriller","Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him.",6.001,1098,"Wesley Snipes, Bruce Payne, Tom Sizemore",Kevin Hooks,"florida, airport, fbi, hijacking, ex-cop, los angeles, california, terrorism, always bet on black","Action Adventure Thriller florida airport fbi hijacking ex-cop los angeles california terrorism always bet on black WesleySnipes,BrucePayne,TomSizemore KevinHooks",-0.25
203121,Robin Hood,2013-08-20,100,"Thriller, Action, Drama","In the near future: the EU has collapsed, stock market prices have collapsed, energy costs have exploded; many thousands lose the roof over their heads and literally end up on the street. Alexander Scholl and Sophie Kaiser act as police officers investigating DNB, which has contributed to the precarious situation in Germany. Their CEO Rainer van Kampen is able to avert charges despite the overwhelming burden of proof. There is only one way out for Alexander: he joins forces with a group of outlaws: they commit robberies, hack into accounts and publicly pillory financial fraudsters. They distribute their loot to people on the street. Alex"" is quickly celebrated by the people and the media as ""Robin Hood"". But for his former colleague Sophie, with whom Alex is secretly in love, Robin Hood is a nasty criminal. The situation escalates, as not only the police and Sophie are hot on Alexander's heels, but also those behind the DNB...",10.0,2,"Ken Duken, Dagny Dewath, Matthias Koeberlin",Martin Schreier,"bank, economic crisis","Thriller Action Drama bank economic crisis KenDuken,DagnyDewath,MatthiasKoeberlin MartinSchreier",0.056250000000000015
1110034,Kraken,2026-02-06,94,"Horror, Action, Thriller","Marine biologist Johanne is doing research on a fish farm in Vangsnes, a rural community located by the fjord, when she encounters several strange occurrences. Along with the brutal deaths of two local teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see? At the bottom of the deepest fjord rests a mythical monster as large as a mountain, with a myriad of arms ready to crush and devour anything they can grab.",6.2,8,"Sara Khorami, Mikkel Bratt Silset, Ingvild Holthe Bygdnes",Pål Øie,"sea monster, norwegian folklore","Horror Action Thriller sea monster norwegian folklore SaraKhorami,MikkelBrattSilset,IngvildHoltheBygdnes PålØie",-0.0011904761904761956
1601243,Oscar Shaw,2026-01-09,93,"Action, Crime, Thriller, Western","After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",6.7,26,"Michael Jai White, Tyrese Gibson, Isaiah Washington",R. Ellis Frazier,,"Action Crime Thriller Western  MichaelJaiWhite,TyreseGibson,IsaiahWashington R.EllisFrazier",-0.75
1646142,Terrestrial,2024-10-13,0,Horror,,10.0,1,"Dane-randall bacon, Deena Bacon, Randall J. Bacon",Alex Farnham,,"Horror  Dane-randallbacon,DeenaBacon,RandallJ.Bacon AlexFarnham",0.0
1226863,The Super Mario Galaxy Movie,2026-04-01,98,"Family, Fantasy, Comedy, Adventure, Animation","Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",0.0,0,"Chris Pratt, Anya Taylor-Joy, Charlie Day",Aaron Horvath,"galaxy, space travel, sequel, based on video game, magic land","Family Fantasy Comedy Adventure Animation galaxy space travel sequel based on video game magic land ChrisPratt,AnyaTaylor-Joy,CharlieDay AaronHorvath",0.09393939393939392
879945,The Unknown Man,2021-10-16,23,Drama,"Louis, a Flemish writer, decides to isolate himself at the Côte d’Azur, hoping this place will bring him inspiration.",8.5,2,"Geert Van Rampelberg, Samuel Suchod, Anna Sacuto",Anthony Schatteman,"côte d'azur, writer, lgbt, gay theme, short film","Drama côte d'azur writer lgbt gay theme short film GeertVanRampelberg,SamuelSuchod,AnnaSacuto AnthonySchatteman",0.0
411135,Future World,2018-05-25,88,Science Fiction,A young boy searches a future world wasteland for a rumored cure for his dying mother.,4.3,276,"James Franco, Suki Waterhouse, Jeffrey Wahlberg",James Franco,"android, post-apocalyptic future, robot","Science Fiction android post-apocalyptic future robot JamesFranco,SukiWaterhouse,JeffreyWahlberg JamesFranco",0.05
1196067,Worldbreaker,2025-10-30,95,"Science Fiction, Action, Horror","Five years ago, a tear in the fabric of reality brought creatures to our world from an alternate dimension bent on our destruction. A father hides his daughter on an island to keep her safe while he prepares her for survival and the battles to come. But when the world is about to break, no place is safe.",5.867,113,"Milla Jovovich, Luke Evans, Billie Boullet",Brad Anderson,"monster, climate change, global warming, dystopian sci-fi","Science Fiction Action Horror monster climate change global warming dystopian sci-fi MillaJovovich,LukeEvans,BillieBoullet BradAnderson",0.3333333333333333
1511417,Bāhubali: The Epic,2025-10-29,224,"Action, Drama","When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",6.0,34,"Prabhas, Rana Daggubati, Anushka Shetty",S. S. Rajamouli,"affectation, flashback, revenge, alternate history, historical fiction, fratricide, ancient india, regicide, multi generational, absurd, hindu shiva, multiple timelines, remastered, epic film, director's cut","Action Drama affectation flashback revenge alternate history historical fiction fratricide ancient india regicide multi generational absurd hindu shiva multiple timelines remastered epic film director's cut Prabhas,RanaDaggubati,AnushkaShetty S.S.Rajamouli",-0.00833333333333334
1510378,The Sexpert,1972-01-01,61,Comedy,"Hopelessly inept clod Finster Fahrquart desperately tries to get into the swing of the 70's sexual revolution and figure out a way to succeed with the ladies. Following a series of disastrous encounters with such folks as an aggressive farmer's daughter, a not so innocent virgin, and an unhappy housewife, Finster decides to attend an orgy.",0.0,0,"Stan Ross, Jaime Lyn Bauer, Marvin Miller",Alan Roberts,"intertitle, very little dialogue","Comedy intertitle very little dialogue StanRoss,JaimeLynBauer,MarvinMiller AlanRoberts",-0.05714285714285713
1401778,Turbulence,2025-11-26,91,"Thriller, Action, Adventure, Drama, Fantasy","Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.",6.1,82,"Jeremy Irvine, Olga Kurylenko, Kelsey Grammer",Claudio Fäh,"italy, married couple, pilot, hot air balloon, couple, dolomites, survival thriller","Thriller Action Adventure Drama Fantasy italy married couple pilot hot air balloon couple dolomites survival thriller JeremyIrvine,OlgaKurylenko,KelseyGrammer ClaudioFäh",0.12
98085,Operation Kid Brother,1967-04-20,104,"Action, Thriller","The evil crime syndicate Thanatos is bent on taking over the world, using a magnetic wave generator that will cause all metal-based machinery to grind to a halt. However, the well-known British secret agent normally assigned to such tasks isn't available, so they engage his civilian brother, Neil, to help. Neil, played by Neil Connery, is a world-class plastic surgeon, hypnotist, and lip-reader, which turn out to be precisely the skills required for thwarting Thanatos.",4.3,29,"Neil Connery, Daniela Bianchi, Adolfo Celi",Alberto De Martino,james bond spoof,"Action Thriller james bond spoof NeilConnery,DanielaBianchi,AdolfoCeli AlbertoDeMartino",-0.06428571428571428
727190,Slumberland Express,1936-03-09,7,Animation,"Oswald the Rabbit and his little brother catch the Slumberland Express and it carries the assorted animals to childhood's dream of paradise - an amusement park where all the games are free, and windows are provided just to be broken by an abundant supply of free rocks, and old men wear silk hats to provide targets for snowballs. But Oswald's little brother wanders into Nightmare Land where terror reigns; the soap and comb and brush and toothpaste that plague a child's existence come to life.",0.0,0,,Walter Lantz,,Animation   WalterLantz,0.10357142857142856
328595,Parallels,2015-03-01,83,Science Fiction,An underground MMA fighter must confront his sister and his past in an adventure through parallel universes,6.0,389,"Mark Hapka, Jessica Rothe, Eric Jungmann",Christopher Leone,,"Science Fiction  MarkHapka,JessicaRothe,EricJungmann ChristopherLeone",-0.125
1317288,Marty Supreme,2025-12-19,150,"Drama, Thriller","Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",7.451,1435,"Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion",Josh Safdie,"new york city, sports, capitalism, hustler, narcissism, ping pong, scheming, 1950s, dedication, american businessman, table tennis, amused, bewildered","Drama Thriller new york city sports capitalism hustler narcissism ping pong scheming 1950s dedication american businessman table tennis amused bewildered TimothéeChalamet,GwynethPaltrow,OdessaA'zion JoshSafdie",0.05
378584,High Tor,1956-03-10,90,"Fantasy, Music","High Tor is a 1936 play by Maxwell Anderson. Twenty years after the original production, Anderson adapted it into a television musical with Arthur Schwartz.  Anderson first considered a musical adaptation of High Tor for television in 1949. He and John Monks Jr. adapted the play as a made-for-television musical fantasy in 1955, with music by Arthur Schwartz and lyrics by Anderson. High Tor was filmed in November 1955 by Desilu Productions at the RKO-Pathé Studio and broadcast March 10, 1956 on the CBS television network, as a 90-minute episode of the series Ford Star Jubilee. Bing Crosby, Julie Andrews, Nancy Olson, Hans Conreid, and Keenan Wynn starred in the film, produced by Arthur Schwartz, and directed by James Neilson.",7.5,2,"Bing Crosby, Julie Andrews, Nancy Olson",James Neilson,"musical, based on play or musical, love, ghost, land developer, tv special, dutch","Fantasy Music musical based on play or musical love ghost land developer tv special dutch BingCrosby,JulieAndrews,NancyOlson JamesNeilson",0.138125
1451398,Re/Member: The Last Night,2025-09-05,94,Horror,"Three years after completing a deadly game, high schoolers trapped in a looping nightmare must survive brutal encounters and unravel a terrifying curse.",4.7,9,"Kanna Hashimoto, Gordon Maeda, Kaito Sakurai",Eiichiro Hasumi,"based on manga, occult, japanese high school, teen horror","Horror based on manga occult japanese high school teen horror KannaHashimoto,GordonMaeda,KaitoSakurai EiichiroHasumi",-0.46299999999999997
1119449,"Good Luck, Have Fun, Don't Die",2026-02-13,135,"Science Fiction, Action, Comedy",A 'Man from the Future' arrives at an LA diner where he must recruit the precise combination of disgruntled patrons to join him on a one-night quest to save the world from the terminal threat of a rogue artificial intelligence.,6.9,248,"Sam Rockwell, Juno Temple, Haley Lu Richardson",Gore Verbinski,"time travel, diner, transhumanism, los angeles, california, dark future, mother son relationship, adventure comedy, assertive, bold, sci-fi adventure, artificial intelligence, team mission","Science Fiction Action Comedy time travel diner transhumanism los angeles california dark future mother son relationship adventure comedy assertive bold sci-fi adventure artificial intelligence team mission SamRockwell,JunoTemple,HaleyLuRichardson GoreVerbinski",-0.06666666666666665
315635,Spider-Man: Homecoming,2017-07-05,133,"Action, Adventure, Science Fiction","Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",7.33,22961,"Tom Holland, Michael Keaton, Robert Downey Jr.",Jon Watts,"high school, new york city, washington dc, usa, secret identity, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), masked superhero, teen superhero","Action Adventure Science Fiction high school new york city washington dc usa secret identity superhero based on comic reboot aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) masked superhero teen superhero TomHolland,MichaelKeaton,RobertDowneyJr. JonWatts",-0.01675324675324676
238,The Godfather,1972-03-14,175,"Drama, Crime","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",8.686,22651,"Marlon Brando, Al Pacino, James Caan",Francis Ford Coppola,"based on novel or book, loss of loved one, love at first sight, italy, gangster, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, aggressive, 1940s, 1950s, mafia war, tense, excited, tomate, العراب","Drama Crime based on novel or book loss of loved one love at first sight italy gangster symbolism patriarch europe organized crime mafia religion lawyer revenge motive crime family sicilian mafia religious hypocrisy gun violence rise to power dead horse gang violence aggressive 1940s 1950s mafia war tense excited tomate العراب MarlonBrando,AlPacino,JamesCaan FrancisFordCoppola",-0.25
858024,Hamnet,2025-11-26,126,"Drama, Romance, History","The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.",7.712,1114,"Jessie Buckley, Paul Mescal, Emily Watson",Chloé Zhao,"based on novel or book, grief, historical fiction, death in family, woman director, 16th century, period film, wistful, sentimental, excited, based on real person","Drama Romance History based on novel or book grief historical fiction death in family woman director 16th century period film wistful sentimental excited based on real person JessieBuckley,PaulMescal,EmilyWatson ChloéZhao",0.4
1488684,The Robbers,2009-12-27,39,Comedy,"It's Boxing Day and already Karen is making New Year resolutions - chiefly for others - and the family have been burgled,though selectively,causing Sue to cheat on the insurance claim. Sue and Jake go to collect Grandad from the retirement home where he now lives,only to find he has sloped off to the pub again with Scots mate Mac. Sue ends up asking Mac back for dinner though his thick accent creates a language barrier for Karen. Sue's divorced friend Jane is also invited and though the children fail to appreciate her present for them,a goat donated to Oxfam,Pete feels sorry for her and is glad that the Brockmans have given a Christmas to lonely strangers - until a W.P.C. turns up with another old boy who has gone walkabout.",0.0,0,"Hugh Dennis, Claire Skinner, Tyger Drew-Honey",Andy Hamilton,,"Comedy  HughDennis,ClaireSkinner,TygerDrew-Honey AndyHamilton",-0.07373737373737373
1180831,Troll 2,2025-11-30,102,"Action, Fantasy, Thriller","When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",6.454,443,"Ine Marie Wilmann, Kim S. Falck-Jørgensen, Mads Sjøgård Pettersen",Roar Uthaug,"mythical creature, sequel, troll, kaiju, oslo, norway, monster movie, norwegian folklore, action thriller, indifferent","Action Fantasy Thriller mythical creature sequel troll kaiju oslo norway monster movie norwegian folklore action thriller indifferent IneMarieWilmann,KimS.Falck-Jørgensen,MadsSjøgårdPettersen RoarUthaug",0.024715909090909094
1234821,Jurassic World Rebirth,2025-07-01,134,"Science Fiction, Adventure, Action","Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",6.296,3136,"Scarlett Johansson, Mahershala Ali, Jonathan Bailey",Gareth Edwards,"island, secret mission, tyrannosaurus rex, spinosaurus, sequel, stranded, dinosaur, family, genetic experiment, mosasaurus","Science Fiction Adventure Action island secret mission tyrannosaurus rex spinosaurus sequel stranded dinosaur family genetic experiment mosasaurus ScarlettJohansson,MahershalaAli,JonathanBailey GarethEdwards",-0.038095238095238106
798645,The Running Man,2025-11-11,133,"Action, Thriller, Science Fiction","Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",6.767,1321,"Glen Powell, William H. Macy, Lee Pace",Edgar Wright,"based on novel or book, affectation, dark comedy, survival, on the run, biting, blunt, mourning, taunting, questioning, television network, meditative, shocking, angry, vexed, nervous, grim, thoughtful, somber, philosophical, complex, near future, anxious, serious, inspirational, provocative, direct, didactic, dramatic, suspenseful, critical, intense, admiring, assertive, audacious, compassionate, defiant, empathetic, enraged, familiar, foreboding, ominous, pessimistic, scathing, straightforward, tragic, urgent, dystopian future, dystopian sci-fi","Action Thriller Science Fiction based on novel or book affectation dark comedy survival on the run biting blunt mourning taunting questioning television network meditative shocking angry vexed nervous grim thoughtful somber philosophical complex near future anxious serious inspirational provocative direct didactic dramatic suspenseful critical intense admiring assertive audacious compassionate defiant empathetic enraged familiar foreboding ominous pessimistic scathing straightforward tragic urgent dystopian future dystopian sci-fi GlenPowell,WilliamH.Macy,LeePace EdgarWright",-0.18311688311688312
366232,ErOddity(s) 2,2015-11-24,94,"Drama, Horror, Science Fiction","ErOddity(s) 2 follows the lives of several gay youths and adults as they discover a world of the odd, the erotic and the supernatural, all of it in three short films. First, a Texas teen and wanna be actor knocks them dead at ""The Audition"". Second, two soldiers are on a secret mission in the jungles of South America. Once captured, their last night together will reveal dark secrets and create sexual tensions that will cause wide spread collateral damage in ""The Private War of Joseph Sargent"". And finally, in ""The Caretaker of Cook County"", a cemetery worker hides his recent disfigurement under the cloak of a sinister hood. But it doesn't hide his twisted attempt to recapture the one that got away. An attempt that includes the help from young male bodies fresh from the mortuary!",3.9,13,"Addison Graham, Grayson Lange, Cory Tyndall",Steven Vasquez,"sibling relationship, poison, necrophilia, flashback, male homosexuality, audition, softcore, lgbt, nude modeling, gay erotica, gay theme","Drama Horror Science Fiction sibling relationship poison necrophilia flashback male homosexuality audition softcore lgbt nude modeling gay erotica gay theme AddisonGraham,GraysonLange,CoryTyndall StevenVasquez",0.021376811594202894
1217584,Torrente for President,2026-03-13,103,Comedy,"Years have passed since his last adventure, but José Luis Torrente, the most politically incorrect former cop in Spain, still sees himself as a national hero.",6.4,16,"Santiago Segura, Fernando Esteso, Gabino Diego",Santiago Segura,"political satire, political corruption, political comedy, black comedy","Comedy political satire political corruption political comedy black comedy SantiagoSegura,FernandoEsteso,GabinoDiego SantiagoSegura",0.125
444796,Maximum Thrust,2003-12-26,90,"Drama, Action","A down and out all girl race team, Maximum Thrust, hires a sexy newbie street racer, Bekka (Beverly Lynne), in hopes of saving a failing business and salvaging street creds and respect. The action is fast and furious on and off the track when Bekka is seduced by a rival racer, Junior Sloan. When it is discovered Junior intends on destroying Maximum Thrust, even if it means killing the driver, Bekka reunites with the team. With friends and lovers helping, the women of Maximum Thrust build an awesome street racing machine and lay it all on the line when they challenge Junior to a race at ""Street Wars."" It is a high octane battle where Bekka blows by Junior and stops him on the track. Using intimate information, Bekka and the team have Junior arrested and the team reigns as the Street Wars champions.",3.4,7,"Beverly Lynne, Aaron Brumfield, Robyn Hyden",Paul Miller,"street race, softcore, interracial sex","Drama Action street race softcore interracial sex BeverlyLynne,AaronBrumfield,RobynHyden PaulMiller",0.22555555555555554
513592,Vodnická čertovina,1996-01-01,0,"Family, Fantasy, TV Movie","When something flashes across the pond dam in the early evening, it could be the gamekeeper Čeřínek, or the poacher Kopýtko and the tailor Nitka, or... could it be Pepík and Franta? A water sprite, no, water sprites don't exist, only superstitious old women and the poor fish warden, who is a little scared of guarding the carp in the tower, believe in them. At least that's what Kopýtko and Nitka think as they plunder the pond so that their mischievous wives can show off. And what if they manage to catch a colossal fish, a carp bigger than anyone has ever seen before? Immediately, a plan emerges in their greedy minds to pass the carp off as a water sprite, display it in pubs, and make a fortune.",0.0,0,"Václav Vydra, Taťjana Medvecká, Miroslav Vladyka",Vlasta Janečková,,"Family Fantasy TV Movie  VáclavVydra,TaťjanaMedvecká,MiroslavVladyka VlastaJanečková",-0.0484375
1363123,The Family Plan 2,2025-11-11,106,"Action, Comedy","Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",6.53,528,"Mark Wahlberg, Michelle Monaghan, Kit Harington",Simon Cellan Jones,europe vacation,"Action Comedy europe vacation MarkWahlberg,MichelleMonaghan,KitHarington SimonCellanJones",0.125
911430,F1,2025-06-25,156,"Action, Drama",Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,7.751,3617,"Brad Pitt, Damson Idris, Javier Bardem",Joseph Kosinski,"sports, comeback, racing, race car driver, sport competition, beforecreditsstinger, rookie, formula one (f1), motorsport, car racing","Action Drama sports comeback racing race car driver sport competition beforecreditsstinger rookie formula one (f1) motorsport car racing BradPitt,DamsonIdris,JavierBardem JosephKosinski",0.3
1062722,Frankenstein,2025-10-17,150,"Drama, Fantasy, Horror","Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",7.651,3204,"Oscar Isaac, Jacob Elordi, Christoph Waltz",Guillermo del Toro,"monster, based on novel or book, supernatural, surgeon, mad scientist, reanimation, macabre, burlesque, father son relationship, mother son relationship, frankenstein","Drama Fantasy Horror monster based on novel or book supernatural surgeon mad scientist reanimation macabre burlesque father son relationship mother son relationship frankenstein OscarIsaac,JacobElordi,ChristophWaltz GuillermodelToro",0.05000000000000001
14778,Last Orders,2001-09-10,109,"Comedy, Drama","Jack Dodd was a London butcher who enjoyed a pint with his mates for over 50 years. When he died, he died as he lived, with a smile on his face watching a horse race on which he had bet, with borrowed money. But before he died he had a final request, 'Last Orders', that his ashes be scattered in the sea at Margate. The movie follows his mates, Ray, Lenny and Vic and his foster son Vince as they journey to the sea with the ashes. Along the way, the threads of their lives, their loves and their disappointments are woven together in their memories of Jack and his wife Amy",6.0,79,"Michael Caine, Tom Courtenay, David Hemmings",Fred Schepisi,"friendship, based on novel or book, war veteran, parent child relationship, loss of loved one, male friendship, flashback, friends, grief, last will and testament, memory, death, ashes, missed opportunity","Comedy Drama friendship based on novel or book war veteran parent child relationship loss of loved one male friendship flashback friends grief last will and testament memory death ashes missed opportunity MichaelCaine,TomCourtenay,DavidHemmings FredSchepisi",0.2
1292695,They Will Kill You,2026-03-25,94,"Action, Comedy, Horror","A woman answers a help wanted ad to be a housekeeper in a mysterious high-rise in New York City, not realizing she is entering a community that has seen a number of disappearances over the years and may be under the grip of a Satanic cult.",6.316,19,"Zazie Beetz, Patricia Arquette, Myha'la",Kirill Sokolov,"new york city, ritual, cult, disappearance, housekeeper, survival horror, high rise, satanic cult, manhattan, new york city, mysterious","Action Comedy Horror new york city ritual cult disappearance housekeeper survival horror high rise satanic cult manhattan new york city mysterious ZazieBeetz,PatriciaArquette,Myha'la KirillSokolov",0.06818181818181818
